medicine name,bangla name,generic,company,category,strength,dosage form,pack size,sku,barcode,mrp,selling price,purchase price,stock quantity,unit type,batch number,expiry date,prescription required,active,image url,aliases,uses,dosage,side effects,warnings,storage,alternatives
Escitalopram 10mg Tablet ORIO,,Escitalopram,Orion Pharma,Mental Health,10mg,Tablet,10 units/strip,MB-01904,8801602001904,21.40,20.12,15.69,54,tablet,MB241904,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Orion Pharma,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet SQUA,,Escitalopram,Square Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01905,8801602001905,21.40,20.12,15.69,55,tablet,MB241905,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Square Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet BEXI,,Escitalopram,Beximco Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01906,8801602001906,21.40,20.12,15.69,56,tablet,MB241906,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Beximco Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet INCE,,Escitalopram,Incepta Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01907,8801602001907,21.40,20.12,15.69,57,tablet,MB241907,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Incepta Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet RENA,,Escitalopram,Renata Limited,Mental Health,20mg,Tablet,10 units/strip,MB-01908,8801602001908,21.40,20.12,15.69,58,tablet,MB241908,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Renata Limited,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet OPSO,,Escitalopram,Opsonin Pharma,Mental Health,20mg,Tablet,10 units/strip,MB-01909,8801602001909,21.40,20.12,15.69,59,tablet,MB241909,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Opsonin Pharma,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet ESKA,,Escitalopram,Eskayef Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01910,8801602001910,21.40,20.12,15.69,60,tablet,MB241910,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Eskayef Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet ACI,,Escitalopram,ACI Limited,Mental Health,20mg,Tablet,10 units/strip,MB-01911,8801602001911,21.40,20.12,15.69,61,tablet,MB241911,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; ACI Limited,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet ARIS,,Escitalopram,Aristopharma,Mental Health,20mg,Tablet,10 units/strip,MB-01912,8801602001912,21.40,20.12,15.69,62,tablet,MB241912,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Aristopharma,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet HEAL,,Escitalopram,Healthcare Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01913,8801602001913,21.40,20.12,15.69,63,tablet,MB241913,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Healthcare Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet DRUG,,Escitalopram,Drug International,Mental Health,20mg,Tablet,10 units/strip,MB-01914,8801602001914,21.40,20.12,15.69,64,tablet,MB241914,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Drug International,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet ACME,,Escitalopram,Acme Laboratories,Mental Health,20mg,Tablet,10 units/strip,MB-01915,8801602001915,21.40,20.12,15.69,65,tablet,MB241915,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Acme Laboratories,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet GENE,,Escitalopram,General Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01916,8801602001916,21.40,20.12,15.69,66,tablet,MB241916,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; General Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet BEAC,,Escitalopram,Beacon Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01917,8801602001917,21.40,20.12,15.69,67,tablet,MB241917,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Beacon Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet POPU,,Escitalopram,Popular Pharmaceuticals,Mental Health,20mg,Tablet,10 units/strip,MB-01918,8801602001918,21.40,20.12,15.69,68,tablet,MB241918,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Popular Pharmaceuticals,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet NUVI,,Escitalopram,Nuvista Pharma,Mental Health,20mg,Tablet,10 units/strip,MB-01919,8801602001919,21.40,20.12,15.69,69,tablet,MB241919,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Nuvista Pharma,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Escitalopram 20mg Tablet ORIO,,Escitalopram,Orion Pharma,Mental Health,20mg,Tablet,10 units/strip,MB-01920,8801602001920,21.40,20.12,15.69,70,tablet,MB241920,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Escitalopram; Mental Health; Orion Pharma,Depression and anxiety,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Escitalopram
Clonazepam 0.5mg Tablet SQUA,,Clonazepam,Square Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01921,8801602001921,21.50,20.21,15.76,71,tablet,MB241921,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Square Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet BEXI,,Clonazepam,Beximco Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01922,8801602001922,21.50,20.21,15.76,72,tablet,MB241922,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Beximco Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet INCE,,Clonazepam,Incepta Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01923,8801602001923,21.50,20.21,15.76,73,tablet,MB241923,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Incepta Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet RENA,,Clonazepam,Renata Limited,Mental Health,0.5mg,Tablet,10 units/strip,MB-01924,8801602001924,21.50,20.21,15.76,74,tablet,MB241924,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Renata Limited,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet OPSO,,Clonazepam,Opsonin Pharma,Mental Health,0.5mg,Tablet,10 units/strip,MB-01925,8801602001925,21.50,20.21,15.76,75,tablet,MB241925,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Opsonin Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet ESKA,,Clonazepam,Eskayef Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01926,8801602001926,21.50,20.21,15.76,76,tablet,MB241926,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Eskayef Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet ACI,,Clonazepam,ACI Limited,Mental Health,0.5mg,Tablet,10 units/strip,MB-01927,8801602001927,21.50,20.21,15.76,77,tablet,MB241927,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; ACI Limited,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet ARIS,,Clonazepam,Aristopharma,Mental Health,0.5mg,Tablet,10 units/strip,MB-01928,8801602001928,21.50,20.21,15.76,78,tablet,MB241928,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Aristopharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet HEAL,,Clonazepam,Healthcare Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01929,8801602001929,21.50,20.21,15.76,79,tablet,MB241929,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Healthcare Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet DRUG,,Clonazepam,Drug International,Mental Health,0.5mg,Tablet,10 units/strip,MB-01930,8801602001930,21.50,20.21,15.76,80,tablet,MB241930,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Drug International,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet ACME,,Clonazepam,Acme Laboratories,Mental Health,0.5mg,Tablet,10 units/strip,MB-01931,8801602001931,21.50,20.21,15.76,81,tablet,MB241931,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Acme Laboratories,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet GENE,,Clonazepam,General Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01932,8801602001932,21.50,20.21,15.76,82,tablet,MB241932,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; General Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet BEAC,,Clonazepam,Beacon Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01933,8801602001933,21.50,20.21,15.76,83,tablet,MB241933,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Beacon Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet POPU,,Clonazepam,Popular Pharmaceuticals,Mental Health,0.5mg,Tablet,10 units/strip,MB-01934,8801602001934,21.50,20.21,15.76,84,tablet,MB241934,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Popular Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet NUVI,,Clonazepam,Nuvista Pharma,Mental Health,0.5mg,Tablet,10 units/strip,MB-01935,8801602001935,21.50,20.21,15.76,85,tablet,MB241935,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Nuvista Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 0.5mg Tablet ORIO,,Clonazepam,Orion Pharma,Mental Health,0.5mg,Tablet,10 units/strip,MB-01936,8801602001936,21.50,20.21,15.76,86,tablet,MB241936,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Orion Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet SQUA,,Clonazepam,Square Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01937,8801602001937,18.70,17.58,13.71,87,tablet,MB241937,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Square Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet BEXI,,Clonazepam,Beximco Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01938,8801602001938,18.70,17.58,13.71,88,tablet,MB241938,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Beximco Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet INCE,,Clonazepam,Incepta Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01939,8801602001939,18.70,17.58,13.71,89,tablet,MB241939,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Incepta Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet RENA,,Clonazepam,Renata Limited,Mental Health,1mg,Tablet,10 units/strip,MB-01940,8801602001940,18.70,17.58,13.71,90,tablet,MB241940,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Renata Limited,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet OPSO,,Clonazepam,Opsonin Pharma,Mental Health,1mg,Tablet,10 units/strip,MB-01941,8801602001941,18.70,17.58,13.71,91,tablet,MB241941,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Opsonin Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet ESKA,,Clonazepam,Eskayef Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01942,8801602001942,18.70,17.58,13.71,92,tablet,MB241942,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Eskayef Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet ACI,,Clonazepam,ACI Limited,Mental Health,1mg,Tablet,10 units/strip,MB-01943,8801602001943,18.70,17.58,13.71,93,tablet,MB241943,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; ACI Limited,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet ARIS,,Clonazepam,Aristopharma,Mental Health,1mg,Tablet,10 units/strip,MB-01944,8801602001944,18.70,17.58,13.71,94,tablet,MB241944,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Aristopharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet HEAL,,Clonazepam,Healthcare Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01945,8801602001945,18.70,17.58,13.71,95,tablet,MB241945,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Healthcare Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet DRUG,,Clonazepam,Drug International,Mental Health,1mg,Tablet,10 units/strip,MB-01946,8801602001946,18.70,17.58,13.71,96,tablet,MB241946,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Drug International,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet ACME,,Clonazepam,Acme Laboratories,Mental Health,1mg,Tablet,10 units/strip,MB-01947,8801602001947,18.70,17.58,13.71,97,tablet,MB241947,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Acme Laboratories,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet GENE,,Clonazepam,General Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01948,8801602001948,18.70,17.58,13.71,98,tablet,MB241948,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; General Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet BEAC,,Clonazepam,Beacon Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01949,8801602001949,18.70,17.58,13.71,99,tablet,MB241949,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Beacon Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet POPU,,Clonazepam,Popular Pharmaceuticals,Mental Health,1mg,Tablet,10 units/strip,MB-01950,8801602001950,18.70,17.58,13.71,100,tablet,MB241950,2028-07-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Popular Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet NUVI,,Clonazepam,Nuvista Pharma,Mental Health,1mg,Tablet,10 units/strip,MB-01951,8801602001951,18.70,17.58,13.71,101,tablet,MB241951,2029-08-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Nuvista Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 1mg Tablet ORIO,,Clonazepam,Orion Pharma,Mental Health,1mg,Tablet,10 units/strip,MB-01952,8801602001952,18.70,17.58,13.71,102,tablet,MB241952,2030-09-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Orion Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet SQUA,,Clonazepam,Square Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01953,8801602001953,18.70,17.58,13.71,103,tablet,MB241953,2028-10-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Square Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet BEXI,,Clonazepam,Beximco Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01954,8801602001954,18.70,17.58,13.71,104,tablet,MB241954,2029-11-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Beximco Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet INCE,,Clonazepam,Incepta Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01955,8801602001955,18.70,17.58,13.71,105,tablet,MB241955,2030-12-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Incepta Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet RENA,,Clonazepam,Renata Limited,Mental Health,2mg,Tablet,10 units/strip,MB-01956,8801602001956,18.70,17.58,13.71,106,tablet,MB241956,2028-01-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Renata Limited,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet OPSO,,Clonazepam,Opsonin Pharma,Mental Health,2mg,Tablet,10 units/strip,MB-01957,8801602001957,18.70,17.58,13.71,107,tablet,MB241957,2029-02-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Opsonin Pharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet ESKA,,Clonazepam,Eskayef Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01958,8801602001958,18.70,17.58,13.71,108,tablet,MB241958,2030-03-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Eskayef Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet ACI,,Clonazepam,ACI Limited,Mental Health,2mg,Tablet,10 units/strip,MB-01959,8801602001959,18.70,17.58,13.71,109,tablet,MB241959,2028-04-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; ACI Limited,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet ARIS,,Clonazepam,Aristopharma,Mental Health,2mg,Tablet,10 units/strip,MB-01960,8801602001960,18.70,17.58,13.71,110,tablet,MB241960,2029-05-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Aristopharma,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
Clonazepam 2mg Tablet HEAL,,Clonazepam,Healthcare Pharmaceuticals,Mental Health,2mg,Tablet,10 units/strip,MB-01961,8801602001961,18.70,17.58,13.71,111,tablet,MB241961,2030-06-15,yes,yes,/assets/images/medicine-placeholder.svg,Clonazepam; Mental Health; Healthcare Pharmaceuticals,Anxiety and seizures,Use as directed by a registered physician.,May cause side effects in sensitive patients. Read label and consult pharmacist.,Prescription required. Do not self-medicate.,Store below 30C in a dry place away from light.,Clonazepam
